"Timestamp","Dogs.in.ICU","Shift.Time","Count_Crt","Count_Int","Count_Wel","Count_Dsc","Count_Dis","Count_New","Count_Vols"
2015-01-14 20:01:00,3,1,1,1,1,0,NA,NA,2
2015-01-15 09:27:00,4,1.5,1,1,2,0,NA,1,2
2015-01-15 23:35:00,9,3.5,1,2,6,0,NA,NA,1
2015-01-16 09:57:00,9,2,1,6,2,0,NA,NA,2
2015-01-16 21:13:00,8,2,0,5,3,0,NA,0,2
2015-01-17 10:40:00,8,2.5,1,3,4,0,NA,NA,2
2015-01-17 22:04:00,9,3,2,3,4,0,NA,1,2
2015-01-18 10:21:00,9,2.5,2,3,4,0,NA,NA,2
2015-01-18 20:37:00,10,2,1,5,4,0,NA,NA,2
2015-01-19 20:48:00,11,1.5,1,5,5,0,NA,1,2
2015-01-20 20:59:00,9,1.5,1,5,3,0,NA,0,3
2015-01-21 20:02:00,7,1,0,1,6,0,NA,NA,2
2015-01-22 12:00:00,3,2.5,1,0,2,0,NA,NA,2
2015-01-22 21:42:00,5,2,1,2,2,0,NA,2,2
2015-01-23 11:16:00,5,1.5,1,2,2,0,NA,0,2
2015-01-23 21:01:00,5,1,1,2,2,0,NA,NA,2
2015-01-24 12:59:00,4,2,0,3,2,0,NA,0,2
2015-01-24 20:14:00,5,1,0,3,2,0,NA,0,2
2015-01-25 09:52:00,5,1.5,0,2,3,0,NA,NA,2
2015-01-25 20:55:00,5,1.5,1,2,2,0,NA,NA,2
2015-01-26 10:25:00,5,2.5,0,2,1,0,NA,NA,2
2015-01-26 20:14:00,3,1,0,2,1,0,NA,0,1
2015-01-27 09:21:00,3,1.5,0,0,3,0,NA,NA,2
2015-01-27 20:06:00,5,1.5,0,3,2,0,NA,NA,2
2015-01-28 09:19:00,4,1,0,3,1,1,NA,0,2
2015-01-28 19:35:00,4,0.5,0,0,4,0,NA,NA,2
2015-01-29 09:48:00,4,1.5,0,0,2,0,NA,NA,2
2015-01-29 19:25:00,2,0.5,0,0,2,0,NA,NA,2
2015-01-30 19:20:00,1,0.5,0,0,1,0,NA,NA,1
2015-01-31 09:40:00,1,0.5,0,0,1,0,NA,NA,1
2015-02-02 19:15:00,5,0.5,0,0,5,0,NA,NA,2
2015-02-03 08:53:00,5,1,0,0,5,0,NA,NA,2
2015-02-03 20:11:00,8,1,1,1,6,0,NA,2,2
2015-02-04 10:43:00,8,1,0,1,7,0,NA,0,1
2015-02-04 20:16:00,8,1,1,0,7,0,NA,0,1
2015-02-05 10:22:00,8,2,0,1,7,0,NA,NA,2
2015-02-05 20:40:00,8,1,0,1,7,0,NA,NA,2
2015-02-06 10:09:00,8,1,0,0,8,0,NA,NA,2
2015-02-06 21:13:00,10,2,1,1,8,0,NA,2,2
2015-02-07 09:18:00,5,1,0,2,3,0,NA,NA,2
2015-02-07 20:35:00,9,1,1,1,7,0,NA,NA,2
2015-02-08 09:57:00,9,1.5,1,2,6,0,NA,NA,2
2015-02-08 20:40:00,14,1.5,1,7,6,0,NA,5,2
2015-02-09 10:32:00,12,2.5,1,10,1,0,NA,0,2
2015-02-09 22:12:00,18,3,2,6,10,0,NA,NA,2
2015-02-10 12:39:00,21,4.5,0,11,10,0,NA,3,1
2015-02-10 22:05:00,21,3.5,1,7,13,0,NA,0,2
2015-02-11 11:04:00,21,4,0,12,9,0,NA,NA,2
2015-02-11 20:16:00,21,1.5,0,2,19,0,NA,NA,4
2015-02-12 11:00:00,11,2.5,0,1,10,0,NA,NA,2
2015-02-12 20:43:00,17,1.5,0,4,13,0,NA,1,2
2015-02-13 11:16:00,16,1.5,0,2,14,0,NA,NA,2
2015-02-13 21:45:00,17,2,0,4,13,0,NA,1,2
2015-02-14 09:46:00,17,1.5,0,2,15,0,NA,NA,2
2015-02-14 20:30:00,17,1.5,0,2,15,0,NA,NA,2
2015-02-15 09:43:00,17,1.5,0,4,13,0,NA,NA,2
2015-02-15 20:25:00,17,1.5,1,3,13,0,NA,NA,2
2015-02-16 12:15:00,14,3,0,2,12,0,NA,NA,2
2015-02-16 20:01:00,11,1,0,3,8,0,NA,0,2
2015-02-17 12:40:00,9,2,0,1,8,0,NA,NA,2
2015-02-17 21:04:00,4,1,0,2,2,0,NA,0,2
2015-02-18 09:27:00,4,0.5,0,0,4,0,NA,NA,2
2015-02-18 19:11:00,4,0.5,0,0,4,0,NA,NA,1
2015-02-19 11:32:00,5,1,1,0,4,0,NA,1,2
2015-02-19 20:48:00,5,1,0,1,4,0,NA,NA,2
2015-02-20 09:35:00,2,1,0,2,0,0,NA,NA,2
2015-02-20 20:27:00,3,1,1,1,1,0,NA,1,5
2015-02-21 09:34:00,3,1,1,1,1,0,NA,NA,1
2015-02-21 20:27:00,4,1,1,2,1,0,NA,NA,2
2015-02-22 09:57:00,4,1.5,1,0,3,0,NA,NA,2
2015-02-22 19:40:00,3,0.5,0,1,2,1,NA,NA,2
2015-02-23 08:47:00,2,1,0,1,1,0,NA,0,2
2015-02-23 19:58:00,2,0.5,0,1,1,0,NA,NA,1
2015-02-24 09:15:00,2,1,0,1,1,0,NA,NA,2
2015-02-24 19:07:00,3,0.5,0,1,2,0,NA,1,2
2015-02-25 09:29:00,3,0.5,0,1,2,0,NA,NA,1
2015-02-25 19:59:00,8,1,2,0,6,0,NA,5,2
2015-02-26 10:45:00,7,1.5,2,0,5,0,NA,NA,2
2015-02-26 21:32:00,12,2.5,6,2,3,0,NA,5,2
2015-02-27 10:58:00,11,2,4,2,3,0,NA,NA,2
2015-02-27 23:45:00,11,4.5,6,2,3,0,NA,NA,2
2015-02-28 14:11:00,11,5.5,1,7,3,0,NA,0,3
2015-02-28 20:33:00,11,1.5,2,5,4,0,NA,NA,4
2015-03-01 23:08:00,10,3.5,3,5,2,0,NA,2,3
2015-03-02 11:05:00,10,3.5,1,5,4,0,NA,NA,3
2015-03-02 21:50:00,6,2,3,3,0,1,NA,1,2
2015-03-03 10:07:00,5,1.5,2,0,2,0,NA,NA,3
2015-03-03 20:55:00,7,1.5,1,4,2,0,NA,1,4
2015-03-04 09:02:00,6,0.5,0,4,2,0,NA,NA,2
2015-03-04 21:45:00,5,1.5,2,1,2,0,NA,NA,2
2015-03-05 20:58:00,10,1.5,0,4,6,0,NA,NA,3
2015-03-06 12:14:00,10,2,0,4,6,0,NA,NA,1
2015-03-06 21:19:00,10,2,0,3,7,0,NA,NA,3
2015-03-07 09:56:00,10,2,0,7,3,0,NA,NA,2
2015-03-07 21:15:00,8,2.5,0,2,6,0,NA,NA,3
2015-03-08 08:03:00,8,0.5,0,0,8,0,NA,NA,2
2015-03-08 19:19:00,8,1,0,2,6,0,NA,NA,2
2015-03-09 09:31:00,6,1.5,0,0,6,0,NA,0,1
2015-03-09 19:53:00,6,1,0,0,6,0,NA,0,1
2015-03-10 10:12:00,0,2,0,0,0,0,NA,NA,2
2015-03-12 19:08:00,1,0.5,0,1,0,0,NA,1,2
2015-03-13 07:21:00,1,0.5,0,1,0,0,NA,NA,1
2015-03-13 19:15:00,1,0.5,0,0,1,0,NA,NA,1
2015-03-14 10:38:00,1,0.5,0,1,0,0,NA,NA,1
2015-03-14 18:31:00,1,0.5,0,0,1,0,NA,0,1
2015-03-15 09:03:00,1,0.5,0,1,0,0,NA,NA,1
2015-03-15 18:05:00,1,0.5,0,0,1,0,NA,NA,1
2015-03-16 07:39:00,1,0.5,0,0,1,0,NA,NA,1
2015-03-16 19:12:00,5,1.5,1,3,1,0,NA,4,1
2015-03-17 10:17:00,5,2,0,3,2,0,NA,NA,1
2015-03-17 20:20:00,5,1.5,0,4,1,0,NA,0,2
2015-03-18 10:03:00,6,2.5,2,1,3,0,NA,1,1
2015-03-18 20:40:00,5,2,1,2,2,0,NA,NA,2
2015-03-19 08:44:00,4,1.5,0,2,2,1,NA,NA,1
2015-03-19 19:42:00,4,1,0,2,2,0,NA,0,2
2015-03-20 08:55:00,3,1,0,2,1,0,NA,NA,1
2015-03-20 19:11:00,3,1,0,1,2,0,NA,NA,1
2015-03-21 08:08:00,3,1,0,1,2,0,NA,0,1
2015-03-21 19:56:00,4,1.5,0,2,2,0,NA,NA,2
2015-03-22 09:37:00,3,2,0,2,1,0,NA,NA,1
2015-03-22 19:32:00,4,1.5,1,2,1,0,NA,1,1
2015-03-23 08:56:00,4,1,0,3,1,0,NA,NA,1
2015-03-24 08:45:00,4,1,0,1,2,0,NA,NA,2
2015-03-24 18:17:00,3,0.5,0,1,2,0,NA,0,2
2015-03-25 08:10:00,3,1,0,1,2,0,NA,0,1
2015-03-25 18:47:00,3,0.5,0,0,3,0,NA,NA,3
2015-03-26 08:00:00,3,0.5,0,1,2,0,NA,NA,2
2015-03-26 17:21:00,4,2,1,2,0,0,NA,3,1
2015-03-26 19:19:00,4,1,1,0,3,0,NA,3,2
2015-03-27 09:29:00,4,1.5,1,1,2,0,NA,0,3
2015-03-27 19:31:00,4,1,0,2,2,0,NA,NA,2
2015-03-28 08:32:00,4,1,0,2,2,0,NA,NA,2
2015-03-28 19:11:00,4,1,0,1,3,0,NA,0,2
2015-03-29 08:40:00,4,1.5,0,1,3,0,NA,0,3
2015-03-29 19:17:00,4,1,1,0,3,0,NA,NA,2
2015-03-30 08:39:00,4,2,1,0,3,0,NA,NA,1
2015-03-30 20:52:00,1,2.5,1,1,0,0,NA,1,2
2015-03-31 10:41:00,3,2.5,1,0,2,0,NA,NA,1
2015-03-31 12:48:00,4,1,0,1,0,0,NA,1,1
2015-03-31 20:47:00,4,2.5,1,2,1,0,NA,NA,2
2015-04-01 08:46:00,4,1.5,0,2,2,0,NA,NA,2
2015-04-01 20:23:00,4,1,2,0,2,0,NA,NA,2
2015-04-02 11:09:00,4,3.5,1,1,2,0,NA,NA,2
2015-04-02 20:06:00,4,1,1,0,3,0,NA,NA,2
2015-04-03 08:30:00,4,1.5,0,1,3,0,NA,NA,2
2015-04-03 15:51:00,11,1,0,0,7,0,NA,NA,1
2015-04-03 19:18:00,11,1,1,0,10,0,NA,0,2
2015-04-04 09:41:00,11,2.5,0,1,10,0,NA,NA,2
2015-04-04 21:55:00,14,4.5,0,6,8,0,NA,5,2
2015-04-05 10:02:00,14,1.5,0,2,12,0,NA,NA,2
2015-04-05 22:02:00,14,3,0,4,10,0,NA,NA,2
2015-04-06 10:19:00,14,2,0,5,9,0,NA,0,2
2015-04-06 21:09:00,13,2,0,4,9,0,NA,NA,2
2015-04-07 09:48:00,12,2,0,2,10,0,NA,NA,2
2015-04-07 20:18:00,12,1,0,3,9,0,NA,NA,2
2015-04-08 09:19:00,5,1,0,1,4,0,NA,NA,2
2015-04-08 12:44:00,8,1,0,1,0,0,NA,1,1
2015-04-08 21:10:00,8,2,2,0,6,0,NA,1,2
2015-04-09 09:31:00,8,1.5,0,2,4,0,NA,NA,2
2015-04-09 21:36:00,7,1,0,2,5,0,NA,1,3
2015-04-10 09:09:00,7,1,0,2,5,0,NA,0,2
2015-04-10 13:27:00,8,1,0,1,0,0,NA,1,1
2015-04-10 20:11:00,8,1,0,3,5,0,NA,NA,2
2015-04-11 09:33:00,8,1.5,0,3,5,0,NA,NA,2
2015-04-11 21:22:00,8,2,2,1,5,0,NA,0,1
2015-04-12 09:40:00,8,1.5,1,2,5,0,NA,NA,2
2015-04-12 14:13:00,9,0.5,1,1,7,0,NA,1,1
2015-04-12 21:02:00,9,1.5,0,4,5,0,NA,NA,2
2015-04-13 09:54:00,5,1.5,0,3,2,0,NA,NA,2
2015-04-13 19:30:00,5,1,0,2,3,0,NA,NA,2
2015-04-14 09:59:00,5,1,0,1,4,0,NA,NA,2
2015-04-14 20:36:00,4,1,0,2,2,0,NA,NA,2
2015-04-15 09:09:00,4,1.5,0,2,2,0,NA,NA,1
2015-04-15 19:57:00,3,1,0,1,2,0,NA,NA,2
2015-04-16 09:07:00,3,1,0,1,2,0,NA,NA,2
2015-04-16 20:37:00,3,1,0,2,1,0,NA,NA,2
2015-04-17 11:08:00,5,1.5,0,1,2,0,NA,NA,1
2015-04-17 19:52:00,4,1,0,0,3,0,NA,1,2
2015-04-18 08:51:00,3,0.5,0,0,3,0,NA,NA,2
2015-04-18 21:14:00,4,1.5,1,0,3,0,NA,2,1
2015-04-19 09:41:00,4,1.5,1,0,3,0,NA,NA,2
2015-04-19 14:30:00,1,0.5,0,1,0,0,NA,1,1
2015-04-19 21:43:00,5,2.5,1,2,2,0,NA,NA,2
2015-04-20 10:45:00,4,2,1,2,1,0,NA,0,2
2015-04-20 19:51:00,4,1,2,1,1,0,NA,0,2
2015-04-21 10:03:00,4,1.5,0,3,1,0,NA,NA,2
2015-04-21 20:46:00,4,1,0,3,1,0,NA,0,3
2015-04-22 09:55:00,3,1.5,1,2,0,0,NA,NA,1
2015-04-22 20:18:00,3,1.5,2,0,1,0,NA,NA,2
2015-04-23 09:44:00,3,1.5,1,1,1,0,NA,NA,2
2015-04-23 20:17:00,4,1,0,2,2,0,NA,1,2
2015-04-24 09:38:00,3,1,0,2,1,0,NA,NA,2
2015-04-24 20:25:00,3,1.5,0,1,2,0,NA,NA,3
2015-04-25 09:19:00,3,1,0,2,1,0,NA,NA,2
2015-04-25 20:41:00,4,1.5,0,3,1,0,NA,NA,2
2015-04-26 09:53:00,4,2,0,3,1,0,NA,NA,2
2015-04-26 20:48:00,3,2,0,1,2,1,NA,NA,2
2015-04-27 09:38:00,3,1.5,1,0,2,0,NA,NA,2
2015-04-27 20:08:00,5,1,0,3,2,0,NA,NA,2
2015-04-28 10:55:00,3,1.5,0,1,2,0,NA,NA,2
2015-04-28 20:42:00,4,0.5,1,1,2,0,NA,NA,4
2015-04-29 10:34:00,4,2,1,2,1,0,NA,NA,2
2015-04-29 22:06:00,4,2,3,0,1,0,NA,NA,3
2015-04-30 20:47:00,3,1.5,0,1,2,0,NA,NA,3
2015-05-01 13:20:00,4,1.5,1,2,1,0,NA,NA,1
2015-05-01 20:45:00,6,1.5,0,4,2,0,NA,NA,2
2015-05-02 10:17:00,6,2.5,1,2,3,0,NA,NA,2
2015-05-02 22:24:00,6,3.5,2,2,2,0,NA,2,2
2015-05-03 10:09:00,6,2,0,4,2,0,NA,NA,2
2015-05-03 21:18:00,8,2,3,3,2,0,NA,1,3
2015-05-04 10:57:00,9,3.5,1,4,2,0,NA,1,2
2015-05-04 21:15:00,8,2,1,4,3,0,NA,NA,2
2015-05-05 11:55:00,7,2.5,1,4,2,1,NA,0,2
2015-05-05 21:49:00,8,2,1,4,3,0,NA,NA,3
2015-05-06 10:01:00,8,2,0,4,4,0,NA,0,2
2015-05-06 22:03:00,10,3,3,2,5,0,NA,2,3
2015-05-07 10:59:00,10,2.5,1,3,6,0,NA,NA,2
2015-05-07 15:53:00,15,2,1,4,10,0,NA,5,1
2015-05-08 00:29:00,16,5,2,8,6,0,NA,1,3
2015-05-08 13:01:00,17,4.5,2,10,5,0,NA,NA,2
2015-05-09 01:03:00,15,5,3,5,7,0,NA,NA,3
2015-05-09 13:29:00,13,5.5,2,6,5,0,NA,1,2
2015-05-09 21:33:00,13,3,2,6,4,1,NA,1,2
2015-05-10 13:07:00,12,5.5,1,6,5,1,NA,0,2
2015-05-10 21:38:00,13,2,0,7,6,0,NA,1,2
2015-05-11 13:14:00,13,4.5,0,8,4,0,NA,1,2
2015-05-11 23:10:00,15,3,2,8,5,0,NA,2,3
2015-05-12 11:59:00,11,2,1,6,4,2,NA,1,3
2015-05-12 23:45:00,12,4,1,7,4,1,NA,NA,3
2015-05-13 09:39:00,11,1.5,0,6,5,0,NA,NA,2
2015-05-13 22:20:00,11,3,2,4,5,0,NA,NA,2
2015-05-14 10:35:00,11,2.5,1,4,5,0,NA,NA,2
2015-05-14 22:05:00,11,3,0,6,5,0,NA,NA,2
2015-05-15 11:44:00,9,3.5,0,5,4,0,NA,NA,2
2015-05-15 22:59:00,11,3.5,0,3,7,0,NA,1,2
2015-05-16 11:35:00,11,3,0,5,7,0,NA,NA,2
2015-05-16 17:31:00,2,1.5,1,1,0,0,NA,2,1
2015-05-16 22:11:00,13,2.5,0,7,6,0,NA,NA,2
2015-05-17 11:48:00,10,3,0,4,6,0,NA,NA,3
2015-05-17 20:17:00,10,1.5,1,4,5,1,NA,0,3
2015-05-18 13:20:00,7,4,2,2,3,0,NA,NA,2
2015-05-18 17:34:00,7,2,1,3,3,1,NA,1,1
2015-05-18 23:11:00,7,4,1,3,3,0,NA,NA,2
2015-05-19 09:34:00,7,1,0,4,3,0,NA,NA,2
2015-05-19 14:26:00,9,3,1,3,5,0,NA,2,1
2015-05-19 20:40:00,9,2.5,0,4,5,0,NA,2,4
2015-05-20 11:10:00,7,3,0,4,3,0,NA,NA,2
2015-05-21 00:34:00,13,5,2,8,3,1,NA,6,4
2015-05-21 11:14:00,13,3,0,5,8,0,NA,NA,3
2015-05-21 22:26:00,13,3,0,5,8,0,NA,0,2
2015-05-22 22:27:00,12,3.5,1,5,6,0,NA,1,2
2015-05-23 11:37:00,11,3.5,0,5,6,0,NA,NA,2
2015-05-23 21:57:00,11,3,0,6,5,0,NA,1,2
2015-05-24 10:18:00,11,2.5,0,6,5,0,NA,NA,2
2015-05-24 20:47:00,11,1.5,1,3,7,0,NA,NA,2
2015-05-25 09:28:00,11,1.5,0,2,9,0,NA,0,2
2015-05-25 21:36:00,15,3,1,4,9,0,NA,NA,2
2015-05-26 10:27:00,15,2,1,5,8,0,NA,0,3
2015-05-26 22:07:00,14,3,3,7,3,0,NA,6,4
2015-05-27 09:11:00,14,3,3,7,3,0,NA,6,4
2015-05-27 11:41:00,13,2.5,2,8,4,0,NA,NA,2
2015-05-27 22:16:00,16,3,4,7,5,0,NA,3,3
2015-05-28 11:32:00,16,3,2,5,9,0,NA,NA,3
2015-05-28 21:25:00,17,2,2,6,9,0,NA,NA,4
2015-05-29 11:46:00,15,2,3,4,8,2,NA,0,2
2015-05-29 22:26:00,15,3,3,4,8,0,NA,NA,3
2015-05-30 13:36:00,15,5.5,1,4,10,0,NA,NA,1
2015-05-30 20:38:00,14,2.5,0,6,8,0,NA,0,1
2015-05-31 12:10:00,11,4,0,4,6,0,NA,0,3
2015-05-31 20:17:00,11,1,0,4,7,0,NA,NA,2
2015-06-01 09:37:00,11,2.5,0,3,8,0,NA,0,1
2015-06-01 20:15:00,11,1,0,3,8,0,NA,1,2
2015-06-02 10:21:00,5,1,0,1,4,0,NA,NA,2
2015-06-02 20:56:00,6,1,1,1,4,0,NA,NA,5
2015-06-03 10:01:00,6,1,0,1,4,0,NA,NA,2
2015-06-03 14:31:00,7,1,1,0,0,0,NA,1,1
2015-06-03 20:43:00,7,1.5,2,0,5,0,NA,NA,2
2015-06-04 09:28:00,4,1.5,0,1,3,1,NA,NA,2
2015-06-04 22:09:00,4,2,1,1,2,0,NA,NA,3
2015-06-05 10:37:00,4,1.5,0,2,2,0,NA,0,3
2015-06-05 18:25:00,2,0.5,0,2,0,0,NA,2,1
2015-06-05 20:06:00,6,1,1,3,2,0,NA,2,2
2015-06-06 09:17:00,6,1.5,1,3,2,0,NA,NA,2
2015-06-06 13:13:00,1,0.5,0,1,0,0,NA,NA,1
2015-06-06 21:33:00,8,2.5,1,4,2,0,NA,1,1
2015-06-07 13:11:00,7,3,1,3,3,0,NA,NA,1
2015-06-07 20:40:00,7,1.5,1,3,3,0,NA,NA,3
2015-06-08 11:24:00,7,3,1,3,3,0,NA,NA,2
2015-06-08 22:32:00,7,1.5,1,1,4,0,NA,0,3
2015-06-09 10:38:00,5,3,0,3,2,1,NA,NA,2
2015-06-09 20:10:00,6,1,0,3,3,0,NA,1,3
2015-06-10 09:51:00,5,2,0,2,3,0,NA,0,2
2015-06-10 19:44:00,5,1,0,2,3,0,NA,NA,3
2015-06-11 10:46:00,3,2,0,1,2,0,NA,NA,2
2015-06-11 20:12:00,3,0.5,0,0,3,0,NA,NA,2
2015-06-12 10:18:00,3,1,0,0,3,0,NA,0,1
2015-06-12 14:10:00,7,2,1,2,1,0,NA,4,2
2015-06-12 21:38:00,7,2,1,2,4,1,NA,NA,2
2015-06-13 09:25:00,7,1.5,1,2,4,0,NA,NA,2
2015-06-13 20:22:00,7,1,1,2,4,0,NA,1,2
2015-06-14 11:18:00,7,3,2,1,4,0,NA,NA,3
2015-06-14 21:02:00,7,2,3,0,4,0,NA,NA,4
2015-06-15 09:40:00,6,2.5,2,3,1,0,NA,0,2
2015-06-15 12:21:00,1,1,0,1,0,0,NA,1,1
2015-06-15 20:01:00,7,1,0,5,2,0,NA,NA,2
2015-06-16 13:34:00,7,5,2,2,2,0,NA,NA,1
2015-06-16 19:19:00,6,1,2,2,2,0,NA,0,2
2015-06-17 09:53:00,6,2,0,4,2,0,NA,NA,2
2015-06-17 22:24:00,17,3.5,5,1,11,0,NA,10,2
2015-06-18 15:57:00,18,10,4,3,11,0,NA,NA,2
2015-06-18 23:29:00,18,5,5,3,9,0,NA,NA,4
2015-06-19 12:39:00,17,5,1,5,11,0,NA,NA,2
2015-06-19 23:47:00,30,4,11,8,11,1,NA,9,4
2015-06-20 15:20:00,25,5,3,12,10,0,NA,NA,2
2015-06-21 01:04:00,25,6,10,6,9,0,NA,NA,2
2015-06-21 12:54:00,25,4,8,5,11,1,NA,1,2
2015-06-22 01:43:00,34,6.5,10,15,9,0,NA,NA,5
2015-06-23 01:06:00,29,5,1,19,9,0,NA,NA,3
2015-06-23 23:36:00,27,4.5,10,11,5,0,NA,0,5
2015-06-25 01:03:00,27,6,8,13,6,0,NA,NA,3
2015-06-25 21:32:00,26,7,2,1,1,2,NA,NA,2
2015-06-25 22:52:00,24,3.5,3,4,5,0,NA,0,3
2015-06-27 13:47:00,24,5.5,2,7,13,0,NA,0,2
2015-06-27 23:09:00,24,4,2,9,13,0,NA,0,3
2015-06-28 11:58:00,24,3.5,2,5,17,0,NA,NA,4
2015-06-29 00:39:00,24,5,2,7,15,0,NA,NA,3
2015-06-29 20:20:00,16,1.5,1,5,10,0,NA,NA,3
2015-06-30 17:16:00,11,3,1,4,6,0,NA,0,2
2015-06-30 22:41:00,10,2,2,3,5,0,NA,NA,3
2015-07-02 00:46:00,10,5,1,3,6,0,NA,0,2
2015-07-02 20:45:00,10,1.5,0,5,5,0,NA,0,2
2015-07-03 10:00:00,7,1.5,0,3,4,0,NA,0,3
2015-07-03 20:08:00,8,1.5,0,4,4,0,NA,1,2
2015-07-04 10:19:00,4,3.5,2,1,1,0,NA,NA,2
2015-07-04 20:31:00,3,1.5,0,2,1,1,NA,0,2
2015-07-05 09:45:00,2,1.5,1,0,1,0,NA,NA,2
2015-07-05 18:56:00,2,1,0,0,2,0,NA,NA,2
2015-07-06 11:30:00,2,1,0,1,1,0,NA,NA,1
2015-07-06 20:19:00,2,1,0,1,1,0,NA,NA,2
2015-07-07 11:43:00,2,1,0,1,1,0,NA,NA,2
2015-07-07 19:38:00,2,0.5,0,1,1,0,NA,NA,3
2015-07-08 09:44:00,2,1,0,1,1,0,NA,NA,1
2015-07-08 18:47:00,2,0.5,0,1,1,0,NA,NA,1
2015-07-09 11:03:00,2,0.5,0,1,1,0,NA,NA,1
2015-07-09 12:38:00,3,0.5,0,2,1,0,NA,1,1
2015-07-09 21:32:00,11,2.5,0,6,5,0,NA,7,2
2015-07-10 11:35:00,10,2.5,0,5,5,0,NA,NA,2
2015-07-10 15:44:00,17,1.5,0,2,5,0,NA,7,2
2015-07-10 20:54:00,17,1.5,0,9,8,0,NA,NA,2
2015-07-11 11:26:00,17,3,1,2,14,0,NA,NA,2
2015-07-11 22:29:00,18,3,1,8,9,0,NA,1,2
2015-07-12 12:43:00,16,3.5,1,4,12,0,NA,NA,2
2015-07-12 21:26:00,17,2,1,2,14,0,NA,NA,2
2015-07-13 10:26:00,16,2.5,0,2,14,1,NA,0,2
2015-07-13 20:37:00,17,2,1,1,15,0,NA,1,3
2015-07-14 09:37:00,13,1.5,1,1,11,0,NA,0,2
2015-07-14 20:30:00,14,1.5,0,3,11,0,NA,NA,1
2015-07-15 11:38:00,8,1,0,1,7,0,NA,NA,2
2015-07-15 22:12:00,8,2,0,2,6,0,NA,NA,2
2015-07-16 10:53:00,4,1,0,2,2,0,NA,NA,2
2015-07-16 15:19:00,1,0.5,0,0,1,0,NA,1,2
2015-07-16 21:14:00,5,1.5,1,2,2,0,NA,NA,2
2015-07-17 09:22:00,4,1.5,0,3,1,0,NA,NA,1
2015-07-17 22:49:00,8,3,2,4,2,0,NA,4,2
2015-07-18 11:01:00,7,2.5,2,5,0,0,NA,NA,2
2015-07-18 21:59:00,8,3,1,7,0,0,NA,NA,2
2015-07-19 11:23:00,8,3,0,7,1,0,NA,NA,2
2015-07-19 20:35:00,8,1.5,0,7,1,0,NA,0,2
2015-07-20 21:06:00,8,2,0,5,3,0,NA,NA,2
2015-07-21 10:11:00,8,1.5,0,4,4,0,NA,NA,3
2015-07-21 19:50:00,9,2,0,5,4,0,NA,NA,3
2015-07-22 10:11:00,9,1.5,0,6,3,0,NA,NA,2
2015-07-22 20:41:00,11,1.5,2,1,8,0,NA,1,2
2015-07-23 13:57:00,11,4,1,3,7,0,NA,NA,1
2015-07-23 22:56:00,11,3,0,4,7,0,NA,NA,2
2015-07-24 11:22:00,10,3.5,0,2,8,0,NA,0,2
2015-07-24 21:27:00,11,2,1,1,8,0,NA,NA,2
2015-07-25 11:17:00,11,3,0,2,9,0,NA,NA,2
2015-07-25 21:07:00,11,2,1,2,8,0,NA,1,2
2015-07-26 11:17:00,9,3,1,2,6,0,NA,NA,2
2015-07-26 20:05:00,8,1,1,1,6,0,NA,NA,2
2015-07-27 10:07:00,5,2.5,0,2,3,1,NA,0,2
2015-07-27 12:23:00,6,0.5,0,1,0,0,NA,NA,1
2015-07-27 20:40:00,6,2,0,3,3,0,NA,1,2
2015-07-28 10:58:00,5,1.5,0,1,4,0,NA,NA,2
2015-07-28 22:41:00,5,3.5,1,2,2,0,NA,0,2
2015-07-29 12:25:00,4,2,1,0,3,0,NA,NA,1
2015-07-29 21:37:00,8,2.5,3,0,5,0,NA,4,2
2015-07-30 11:40:00,12,3,3,2,7,0,NA,4,1
2015-07-30 20:13:00,10,1.5,3,1,6,1,NA,NA,2
2015-07-31 21:23:00,10,2.5,2,4,4,1,NA,NA,3
2015-08-01 11:10:00,10,2.5,1,2,7,0,NA,NA,2
2015-08-01 23:44:00,13,4.5,2,1,10,0,NA,4,1
2015-08-02 12:09:00,13,4.5,0,5,8,0,NA,0,1
2015-08-02 20:23:00,15,1.5,0,5,10,0,NA,NA,2
2015-08-03 22:14:00,15,2.5,0,3,12,0,NA,0,2
2015-08-04 12:59:00,15,4,0,4,11,0,NA,NA,1
2015-08-04 21:13:00,19,2.5,3,3,13,0,NA,4,2
2015-08-05 14:37:00,15,4.5,1,5,9,0,NA,0,1
2015-08-05 21:30:00,14,2.5,0,4,10,1,NA,NA,2
2015-08-06 10:48:00,14,2.5,0,4,10,0,NA,NA,2
2015-08-06 21:04:00,14,2.5,0,2,12,0,NA,NA,3
2015-08-07 13:08:00,10,3,0,4,6,0,NA,0,1
2015-08-07 21:17:00,14,2.5,1,3,10,0,NA,4,2
2015-08-08 10:22:00,14,2,1,2,11,0,NA,0,2
2015-08-08 21:26:00,11,2.5,1,3,6,0,NA,0,2
2015-08-09 11:24:00,7,2.5,0,3,4,1,NA,NA,2
2015-08-09 17:01:00,13,2.5,1,1,4,0,NA,6,1
2015-08-09 21:08:00,14,2.5,1,2,11,0,NA,1,1
2015-08-10 09:30:00,12,2,1,2,9,0,NA,0,2
2015-08-10 22:00:00,12,2,0,1,11,1,NA,0,3
2015-08-11 11:35:00,10,1,0,1,10,0,NA,0,2
2015-08-11 20:30:00,11,1.5,0,1,10,0,NA,0,1
2015-08-12 10:27:00,10,2,0,1,9,0,NA,NA,2
